sample_id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,label
4667,56.069503753666446,288358.4,1.11046736800301,0.5848564817247636,358.4974157479146,11.873464838827518,-4.823257288485853,-85440784256.44333,1221214.9061944394,2601376740497216.0,1.091598291454882,195.77931236481928,246304.35859877,26.47251406319496,-29.71940233284957,1.0800826296123631,6528859814279.204,48838.32566829817,312851.1442622866,14.518520547113246,1980.0,338363.2360884977,0.0499870697722842,361.44780623603936,1.884989882995957,254451.43305355555,40668.07408019204,0.5705478040882128,335.6816198936315,0.8841418685079075,6.721657898883957,109.13721434545566,44.0,10.731613556363378,5.470100603799812,36.09078695776435,18527679947579.98,456746.812501582,5.307673003409724,232841481.28582087,181265.6320098116,252.8476790806804,1580466648.2993057,440744.6994357114,30.99157410664515,-1.0414730854829437,34.312937206295885,193705.76647948625,-1473570225.0046844,47.62400658093508,0.056514871515967,-4862066293949406.0,62148.06263283493,2.0080412626380078,288358.4,395124.86832716654,8.311635959005306,0.0,19105.337116947343,-9.586696677202855,72954675.2,-794619.012610641,4.5196771803020175,428.0590100231427,1126.4,11.0,-47637781853594.67,233.84129901946295,49625.59609324275,666384.6940685849,172.60714782145456,1.0547278559452151,-1539707.280335291,3.254347667847169,1.6506852997959287,368.37947171774,40.89348269482065,0.0,4505.6,1750655977180728.5,0.8800000000000001,20.13405809031494,-63614184510.55156,0.3030722125674558,32108188090624.266,0.09240980692945136,1720843847271.431,73240384695.4612,18022.4,53968602.92151819,462315.5102634044,-11097654161751.992,1126.4,82930.59228085211,-27652520.050933857,110.86089809107612,-74578.49442193439,5.749262803478362,44668.6466690404,210.20054881335693,0.0,-118013579.07439291,154.74940971921552,4.011215613470638,0.0517316608835066,-15.91825397855852,316.5897901660084,0
6084,67.97868406972947,288358.4,1.1070645615496506,0.1232693876020567,167.99809433894632,21.67421674435552,-2.5048073444347887,96901738972.16016,335050.46686761966,-524529480376638.56,1.0548513151662642,423.0135342966704,182059.77958205025,2.428933156193099,20.73415654563944,0.1044874213497543,22269980215618.96,99913.86895573752,172560.59571520716,34.02297527163707,1980.0,111834.00738359265,0.0635683431618578,637.2845327991552,0.9335542471073616,69590.81507843509,93970.5284140528,-4.852177475553097,393.54160925302585,0.5639633823842932,2.421965177469545,58.34886165293764,43.932670354277114,16.1071052427511,2.0180092594261883,14.247395914844798,2385481610216.569,515494.8041969174,21.44444289423974,1239516836.0116355,264141.3222029884,240.58965651349308,556589999.7341291,1101855.153964625,48.07730938968341,-0.1856544115963054,6.680450294969612,211212.09383396045,285596754.44426906,16.030418320476798,1.3617862431148022,17000125900101.871,687515.6818673484,0.9981722708029208,288358.4,359791.83087489393,-9.094350597674024,0.0,15748.547029008236,-3.7373019617271135,72954675.2,-631796.028756976,0.1861950892388178,250.2762391402012,1126.4,11.0,-25722677192798.297,197.49966579679568,270272.673568479,476798.80745233357,126.00730972022032,1.057864887080914,1828046.4663505263,2.3218937483845026,1.6506852997959287,189.43397028370032,27.5389812201638,0.0,4505.6,1439805437208725.0,0.8800000000000001,-21.273857716707667,-21714658414.80635,1.4307134124185192,115505032731341.72,-0.0030920816464699,2153370484100.1528,-135499882329.19522,18022.4,381365440.4030053,427860.6981195966,-504918606986.4843,1126.4,673403.8544637875,-1818054.747148274,116.98188795337313,152933.528721909,-20.79121299757593,215696.7456182764,157.4031726308739,0.0,1064724128.532379,184.16464564534883,1.6753399363180126,1.0362881086985454,-21.40050793936052,186.7532555343344,0
4213,49.88612847339168,288358.4,1.1096524385867228,5.7010891436357225,186.06565302644535,15.53185210270141,13.593222588525204,378680947848.8495,22134.050825187594,-1228329353932695.2,1.0472495487234323,322.75142413176155,180599.85923383484,7.787602295877789,-3.939947927281695,0.0697150959372691,13694282860069.104,89817.09030211702,49529.22379852059,14.58674424332007,1980.0,378713.8628195133,0.0759743313930118,242.47574873718656,0.4887425236148805,111313.7995114276,91240.6337554146,13.717894598421111,326.11734190358754,0.107331390083685,3.228750316420575,107.12071855174874,43.932670354277114,4.080709365958249,0.1888295439323229,11.727134418524876,17241028626042.271,595054.769351396,20.961095853193243,1466305084.3199909,468722.1460761809,95.2761916486422,-55979659.235716455,-1016007.5468497853,11.505259864443866,0.9107481947715828,20.6189606717032,649580.8665086628,110281070.09668085,-47.55701292484016,1.5196024890584114,8451369338712186.0,500340.050008908,1.1191183610598616,284781.20581015927,359791.83087489393,-0.0030743871234533,0.0,-99377.66766584324,-14.741683781375086,72795834.95309302,-669304.3914276593,0.9625015672003119,253.55150138854364,1126.4,11.0,6955929352709.9375,295.09049264806174,69077.59207428456,824682.7821507469,181.96054439310552,0.801565452121111,16211378.813717095,0.2022809480385999,1.6506852997959287,381.0296017096196,10.70378742443719,0.0,4505.6,-1.4094272091336508e+16,0.8800000000000001,20.73480081517472,-48733784301.341965,0.7001359126510015,24142167698387.33,0.09240980692945136,-8604339571459.759,120032166890.62416,18022.4,-149359557.50942194,317171.5185316664,12864084726683.63,1126.4,738193.5305485622,-21931923.099350225,146.8940558132036,366592.18111034087,4.705782743521067,147860.14149161437,213.87326789382405,0.0,-1002700632.6101654,206.31834137048423,2.122383540896037,3.26501292009552,-4.235148287087909,241.16168627881717,0
4034,61.00109824675076,288358.4,1.118341796702015,1.1777545993085679,230.55191628740224,3.920404667796708,8.087726214586887,-380953727891.0394,908693.7836397252,-1347464834574416.8,0.5100968858831733,287.4185760249421,610882.816323055,3.5886945344944152,15.743294207392902,0.7163036310354198,-13881112108611.88,100177.24396124446,398360.0389535087,16.516364165098864,1980.0,37444.19514295605,0.0185427346771774,309.8951331413936,1.438835242007831,134038.44789712728,92394.96687678753,30.664173652599864,216.8645072661601,0.9486371553773032,6.155195186717805,48.849126063931095,44.0,-11.131173172216547,0.2684217097476596,13.269016233188456,6765944251561.698,504342.4494927284,20.961095853193243,-687995196.8570881,251636.27272588704,225.91224655800343,5562212563.122443,-805982.0799820074,28.20737058415042,0.5525509320494744,24.47106955712296,160432.8926639561,225818107.5166285,34.003736349200885,1.413629871873914,4323152030914228.0,82825.0656922163,0.9663776158622118,284781.20581015927,260332.69270419524,57.25913693884683,0.0,-82139.03024074707,-7.927044361039643,72954675.2,-532151.4244099543,2.1450713504566856,262.4860811761776,1126.4,11.0,12454245980586.75,184.7143459467776,94153.380819006,828812.833260074,170.1943855943847,0.066080221511324,-2136062.840381457,0.27684297435923,0.9181856093747272,283.293738777331,-22.65930922678626,0.0,4505.6,-411798225467051.4,0.8800000000000001,105.8373348458367,-32506321028.384857,0.0037243985076856,21543993130552.137,1.025890564323155,-14150668435756.072,26182785003.34276,18022.4,595297045.3444213,569100.2553880545,18385901335648.098,1126.4,463153.89849442005,-21252294.95496333,91.03523981974342,116161.63606058684,7.687266290231978,244397.6513658836,239.5317445958645,0.0,71636080.15638627,189.38953041521495,0.2951322818077105,4.333463901056815,22.731746532741457,220.3387947898136,1
1957,66.77635625956191,288358.4,1.100082677260401,1.192396730102218,262.6851101508506,7.842689843801791,-15.760218247169094,-729363125444.9458,799115.3987139311,-2200607722748669.2,1.0772411411711669,261.2398318269653,361941.9606673107,31.85730758581441,8.595474239163135,1.09732980737639,10253777744191.14,101201.13210169946,220460.17362015447,-34.21532885153739,1956.637094886643,396420.5401578686,0.0178375880917378,249.7377833894007,1.5611010461013095,259647.6389007906,121085.60586272432,17.12768541661972,259.1986407684549,1.0286607975040458,19.17280505824557,128.3104842791791,44.0,18.79669212779729,2.677532988523727,20.653383841520764,6215375703366.169,523513.5526246505,24.833496141783645,799386707.2162006,473388.595820924,216.11135255393603,3094783845.613024,1219217.5530955505,48.87679423434808,0.1407185421751511,21.097844511267024,396486.1770221814,697324458.5255471,10.516766022994322,1.8139386779372089,4450793327928793.5,646358.1199465995,1.1868038390697109,288358.4,592729.3870578781,-4.225386330049846,0.0,19105.337116947343,32.40509530875357,72795834.95309302,-233312.2975784751,0.26466099213454,264.21498448485164,1114.6901748819068,11.0,13586218989896.582,121.755267063484,14170.442588529017,285173.4313450021,134.16049872851136,0.2341125088799802,916436.7747793006,0.8958450074551664,1.6506852997959287,454.151093818219,25.484589404847625,0.0,4477.300670166321,-9716112695450368.0,0.8800000000000001,96.20804315785637,25045746806.463364,0.2001913893789349,51046947278395.86,0.0135330166288299,-6480230650826.273,12446129481.482157,18022.4,-820704369.5035431,267464.17330674944,-592672805262.4808,1115.9376834707168,283854.8197423844,3514706.444659371,106.22638693780551,404771.24425442494,35.06077484118472,72930.3134771173,207.0602895070936,0.0,-514852067.60655135,220.79058048944543,0.2451713231810742,0.9052551943865352,1.8182680691682336,211.41284707642131,2
1829,71.72996183598573,288358.4,1.1026968684857164,2.7586932482166606,237.9500342708969,8.013543832172866,-6.993735769542265,-327885493726.648,-239218.03297833,155505879429970.5,1.0914350342273895,421.2791474851508,40590.21171769358,-8.582709576584936,-23.276302618293144,1.0461644968016066,7496987308839.404,94469.10004462292,185734.3226559091,25.791946561491255,1980.0,257984.9461789487,-0.0253822675175711,88.82331202040882,0.1138742281032789,200578.9321380724,102385.86750131902,-11.29716602082594,273.3792022425847,0.6422013422531214,9.157105474717572,30.797281787889386,44.0,-0.3396561040273966,0.4293456372794043,1.8349869104694816,9492823017271.398,779783.3251281154,20.961095853193243,329636684.8757438,460625.2860665391,254.56254026085895,4258234209.2758784,1874391.595089095,37.27701120440443,-0.2777859350920325,38.275691126561526,389524.1349653831,-653488763.7731082,-68.30127045525808,0.3599451886425982,894224364436200.0,98118.11879835518,0.4048904669948617,288358.4,91988.80451959687,1.5733507879119155,0.0,80043.0556841067,2.5948518741653577,72954675.2,14100.032822250638,0.8092355726574612,294.12918914930884,1114.6901748819068,11.0,35228416968298.3,61.24560796106282,21032.12403355445,579209.327844864,170.1943855943847,1.046190925570904,9764642.88922736,0.8216829648548534,4.388280313661396,248.54368558362592,-15.026282173427791,0.0,4505.6,-6350418030685229.0,0.8800000000000001,109.21586593650964,5107878161.948216,1.5334083704354955,-107259212532400.92,0.09240980692945136,2153370484100.1528,18023976222.739708,18022.4,-357035393.69089854,676774.7189914383,8154478499167.019,1126.4,142317.49760467454,24222827.65840008,116.98188795337313,48918.68602779585,-1.9797935062716008,116415.18400963748,340.2976096482872,0.0,841650555.5259268,189.38953041521495,0.1300785894308421,2.00353837847314,-5.759151821406409,94.3601976904954,0
4187,63.74800329572281,288358.4,1.1060269167934276,1.6881386553101696,235.9017881580566,11.929222916950955,12.805631753826477,23991844206.776573,-357205.8640080321,305034730560398.7,1.083418662205084,392.8928480703861,490915.9072606937,-19.695331742472003,-23.785473376649687,0.8780234767433831,-15633176647331.84,44867.074619401705,468583.4784966696,-6.923693443306391,1956.637094886643,91510.94727735608,0.0124733528057574,596.2641981170327,2.5711141023128463,255145.6294285565,29966.763428988463,-28.854664222396927,316.3772386425505,0.6701516477621573,16.003246705199874,120.6473749789314,44.0,7.754697391681544,1.0612245972546763,24.646781417040824,-9085660235010.871,134042.50592285005,16.195857394536734,-742349693.9953717,343674.0154939326,170.69079486201713,-566209040.876625,-1702186.7438243935,38.70072277974789,-0.3173615395997546,25.70724874106036,229988.5945516019,438754540.4480708,31.467798526555956,0.6049582767502101,3249453962731102.5,575183.2631471485,0.2750480989059865,288358.4,560173.7516768061,11.32340496677888,0.0,43633.82650883118,13.053631044590038,72954675.2,-457313.1725068176,0.2440536250797655,155.89802329097995,1126.4,10.875015521191267,7867066116910.012,46.54953911754927,318858.6295739706,193579.1153373271,181.9649613543102,1.0509753777582642,6257835.03104342,0.7075039426583932,0.799234926969706,482.8717720767759,-22.842503096042385,0.0,4505.6,1750655977180728.5,0.8800000000000001,25.64941061412118,-455451245.0487813,0.3433247882762333,-15290952310376.438,-0.0089923582031235,20536544942449.56,-33606649175.74956,18022.4,401530855.9338733,394136.0713158132,2760566843819.4053,1126.4,124393.58307762806,-3718340.890954878,138.97242702891734,-379833.73614620126,23.508644084842192,108913.0827722814,183.95433513307117,0.0,218555375.35467783,179.1148606936705,1.6039338819824027,0.2466683993950928,-22.10345988150371,224.8029359452549,0
3803,74.35965641087392,288358.4,1.1062360591283038,2.483585652483947,247.6367099260319,8.172147174818603,7.298147880286899,-674326634827.779,39865.66850501853,-2675529945130000.0,1.0775766207493778,373.9060425297743,578021.9953695481,50.125607680387,71.4771018018117,1.0620489658260832,-12653838178814.111,28266.07857437645,110529.62836461168,28.996383226952155,1980.0,365706.5932889064,0.0230144292605412,309.0491490620316,0.1636419270268633,191926.5566749198,115094.15312355936,45.113412757506055,388.8150686053469,0.956735825499058,34.478499793597976,-24.02676215722931,44.0,53.1960777125252,0.6780145476035483,51.296109347693154,-7025162919865.248,66933.84585420648,25.250656465150215,1097320401.7662091,475911.6243940623,227.77071509761728,-2935940087.594512,-2095600.3628998776,57.70928453496498,-0.2994345393471624,43.21810501108399,215969.61052469185,1228002743.879032,-8.471353908895624,1.3617862431148022,6124410010213211.0,150033.27700995,0.0278872710450568,288358.4,442619.59253768896,32.871166451992394,0.0,-80805.38029999363,40.31323698009198,72954675.2,505808.287524427,0.6994365884840955,151.64572816879917,1126.4,11.0,-14627435622228.947,45.26315506366152,508935.0985365422,476798.80745233357,178.62897246816482,0.1193391121203829,-5510814.731475475,1.3464298971720212,4.208754306635641,453.1578143036064,37.10792869599315,0.0,4505.6,4706361297816050.0,0.8700638689201546,82.78089351081911,-25805183515.50631,0.4990895004926906,-20581843704237.508,0.09240980692945136,2153370484100.1528,-18276016550.506413,18022.4,-114151420.31501213,529670.5293007556,-11046466291398.004,1126.4,758739.7908952405,-1845434.017023124,128.1713143987266,418061.9910581671,49.755801506029215,88412.16396992275,341.6750477701859,0.0,290927163.4565739,177.57033321141446,1.7113338944359238,1.1237778507908494,18.972195957421327,178.0756830748901,2
3620,51.33106978985454,288358.4,1.1037849196847531,1.228876858451612,263.4898970699002,4.952164322870518,8.092031554763471,-222873457244.67395,206334.22133896983,-575633165776386.6,1.0844939178014843,356.25715004148896,320475.3796999617,1.5390096628829992,36.819410666445975,1.0693855139852084,-19184004466806.645,57700.57397113918,92526.38810246784,58.96050981009289,1980.0,328209.9592073691,3.0605911009483884,455.2899281939058,1.7682898132004738,20253.959155413613,113880.78542114704,5.8664647036526905,305.03150518267665,0.6701516477621573,7.142967046784423,58.14489518232383,43.932670354277114,-13.277972677777374,0.1602232233354453,-9.361127786462148,5689694667730.322,777609.5406338478,37.44131438375057,376649554.2860404,7833.9626037236,233.3658048092203,-5825300923.200941,-963952.5660552104,40.80398709275503,0.4528749811897651,5.299418344140644,396486.1770221814,-1173026654.1880572,10.516766022994322,0.1461375249584887,2180657944812208.8,118697.0788858099,1.50681111222544,288358.4,337219.52894782,-5.86077714913601,0.0,10946.711402334156,20.58367558359662,72954675.2,174387.50349844145,0.1433435017150884,257.40008137500143,1126.4,10.875015521191267,-4964602727400.249,126.26798533720064,192684.46015487268,227348.0569602474,121.73219432524908,0.801565452121111,8982475.128676377,0.8699435615544915,0.5060787787110262,420.9554554161419,3.6936712701647023,0.0,4505.6,-1.0143475109582588e+16,0.8800000000000001,9.465450665837563,15918598591.178858,0.3719677782492043,75032713135637.77,0.018137303178606,12834843647324.438,-23441975092.991287,18022.4,-368131989.3096159,565742.3608957714,11543386697779.889,1115.9376834707168,226679.19272737543,633253.189336612,108.9564226290898,674196.3269964007,-2.454791048964876,228555.90919872985,290.00826853651444,0.0,53591176.5661235,239.74457664356947,1.5912848979640042,1.4821613216699832,10.78057445672367,216.64195199009856,5
6127,39.290680654051,285239.5862211744,1.0955133631497729,0.2054078065528288,251.50164114651713,17.121272955950193,1.0877958587365502,560778801889.5284,514698.6627364439,1678174094905379.8,1.0608179406894946,256.7710191700562,144368.00773466346,8.515389169359748,9.47832870816758,0.0993608110449588,23438721875107.426,57700.57397113918,417462.77692334057,28.2734335421898,1980.0,206926.04648633103,-0.002386164774903,525.4815585749877,8.42547823344056,33014.80812679247,137908.34362991023,-6.763626270136872,121.32432128550263,1.0954592838602506,-12.86452484160348,106.48737698530456,44.0,20.64102199667385,0.2869851736971224,20.88678815549612,15198970427139.717,460882.0388654218,17.956965302592643,49120326.85173221,46965.446377755005,244.1564229025306,-2487394107.6787505,1208619.1573592727,11.124319486118477,-0.9625008209188256,-3.600554184206608,165603.62820248512,795054226.38904,33.57726670689811,0.5920221213056118,2993013508892617.0,72269.2533014015,1.8484713437287144,288358.4,497832.2270379791,-12.946727069809654,0.0,19105.337116947343,3.4266397409564,72954675.2,562926.283444958,1.6872341376120017,294.12918914930884,1114.6901748819068,11.0,62153799750777.84,212.10524115164523,296810.20585806,197113.85130456137,204.47051741766643,1.0494382718817945,-10711385.358548032,0.0316977395277851,0.652124058524402,444.4473211414659,21.576837567654152,0.0,4505.6,-8308187116319610.0,0.8800000000000001,81.95708007893694,11695348516.648268,0.361304176818521,-115114544291504.8,0.0027425728579894,11938244689554.418,-51777103699.92828,17782.142557439325,-35208358.670008086,333721.4872890331,1325564189420.6775,1126.4,506273.6576421294,-3641222.578174436,133.3870499154974,256176.5082571347,22.77538022398881,38371.9488200787,49.92400658158252,0.0,-790299172.71948,222.08401462526723,2.4257975832013736,0.30521620414355,-0.604668529255976,229.71809768122029,0
