sample_id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,label
5414,,288358.4,1.1004661563949047,0.4720337735956978,,5.286532227007326,-5.629062589801017,45474034719.33777,-691767.9472564635,475806178085982.3,0.4895798923650928,523.7455951714477,189591.45993667448,7.197758236210249,2.2184810785010463,0.959461768926266,-55507601797640.35,2908.160635697089,88639.76808574123,-20.89318965415576,1980.0,141055.6631774118,0.0034498614334215,445.238692408074,0.0681725254657214,53719.4452460489,7585.074994011719,3.3745838172120823,257.1430068706792,0.8108302498283375,9.745790343358475,127.60264181147716,44.0,3.157654102303701,1.4617817352965985,14.0349360994949,-1280602350496.527,504895.9109169437,13.86307428407621,824303466.237717,467563.80274420447,237.21020445926197,-1441777194.9601085,2041990.0754563815,21.334856693155317,0.0458206582724737,-3.5178522999886184,,459615048.1254286,-41.18450206183122,1.5904887549961149,6716029019484843.0,294034.335548435,2.46343128834128,288358.4,395768.5253839173,-6.221115963204763,0.0,-98249.04631066504,15.241729943969316,72954675.2,294537.8472658438,0.9786989559648258,245.15500091498967,1126.4,11.0,-16320239679568.076,133.39812166516157,461500.048086874,,,0.0208242557915863,2666592.007895281,0.9105948977285128,,566.0393616249479,8.228076074192732,0.0,4505.6,1095815161463640.8,0.8800000000000001,33.32962097084283,,0.8113067508922384,55870058755787.125,0.0169909201918107,-915888451455.4644,-18068548165.229664,18022.4,219067872.98557037,286621.344243343,-7698328480645.649,1126.4,273567.2019873693,13591554.82586548,107.2794244150053,1771948.7582908135,6.720021446447017,36568.08051207276,328.0240102482437,0.0,455444656.8256632,208.2644280302175,1.123642807305264,0.2685230842073497,-14.139260223069488,301.7823374730052,1
5440,64.29917505627695,288358.4,,2.1790035745999807,314.0160753552136,18.1878070308139,1.3441419850634273,45081103077.4053,242042.32039421028,1154039160642539.5,1.057683283700661,470.5827357158884,78464.21468877638,44.070654462107335,11.931870865795275,0.0675494633767999,-7525097819602.117,38115.24488401619,326174.0458085317,18.064666949286853,1980.0,90456.96363019172,0.0289993904660054,233.4234066040248,0.3247736122128787,80085.75444841078,110378.7521167243,,,0.1635457928780647,-14.47010200610061,81.61469198460424,44.0,13.738746989459717,0.2063591110884498,-1.931056336444819,-4731106660982.102,417107.6851132924,,-2464337145.0353355,107934.26538122278,222.37020597559336,-402374925.4129555,,12.125887626416334,-0.8467794537365908,-5.668477217143485,458854.4066712271,,6.171107826558304,,3214345767677299.5,73551.16862918907,,288358.4,235954.2560149869,-12.791650398539304,0.0,-66981.92747325732,3.984467733230661,72954675.2,68144.86311256509,2.970045568119034,233.35609316053825,1126.4,11.0,21402090268323.227,169.25922792254897,313322.8379042857,550725.7363341717,96.48347676359306,1.0849291464513375,3044330.3804637957,,1.8823681811756496,496.1787786709704,0.8194337260945231,0.0,4505.6,-6893697281293545.0,0.8800000000000001,-70.9124881316205,16910654391.418192,0.0479185693090348,-37323696329226.53,0.0256346152396095,-9710432036032.855,50841241158.00992,18022.4,1407123035.6627884,544035.941246407,5407217353971.658,1126.4,248724.91075730743,-23259378.49092282,107.50034672301048,-1150752.1415886765,3.815657392689103,93598.55978011932,121.92554609575528,0.0,-448764781.4226776,,,0.2221619279968458,4.535733821313419,209.05883141261603,0
5164,54.6390137193954,288358.4,1.1062009248574889,1.2093847756733562,,2.4200188683653563,12.826031926678402,-246856106631.1164,409709.6494095502,-342434890061951.6,0.6296900613240128,254.849790233958,120823.8232541886,-10.206327058054484,-12.296612314528902,1.0511233886157716,22090135625792.598,100807.50003080316,68368.38508309143,22.86003886256414,,42542.51571119052,0.0725505683257662,423.04081269066745,0.915596980473981,31916.534629166832,102091.26746884428,2.786322235673553,408.6596541734471,0.0702860169252981,13.92127093431292,85.5059939028419,44.0,21.964489726041933,1.5364228266044888,6.556227612872685,-7346751275570.144,473166.5806153141,1.0225522432364436,221583333.7712964,522022.2152059558,321.2071618565691,2152515988.2061167,-994170.1969569715,11.256547537458692,-0.3968254471075558,33.81302871736359,270729.97621421056,465584088.875215,93.56264950369852,0.1865927655815058,7727106819666064.0,63428.41184998727,0.19906669790195,288358.4,,1.1108334267501303,0.0,17901.998695114955,-1.0503460528678812,72954675.2,-41849.49431510591,0.7251785357290345,241.74933562440316,1126.4,11.0,19145342671656.406,-66.93373431301859,365908.0344313724,132540.9703512083,116.56307960393433,1.0748167275126457,5447423.057845396,0.3248950551666413,1.0616764633254168,356.76033767685635,-11.266648266562273,0.0,4505.6,-4103289152406709.0,0.8800000000000001,,9497220950.889671,0.1146596905362431,147567222874840.66,0.0043835829747194,-5908791388576.722,-8940341631.76483,,184953240.2232513,762594.7821086918,11882466917120.447,1126.4,492496.5721218507,-9124644.50817455,,847418.3025070399,-0.392865848819133,241428.1811896345,302.11951522012544,0.0,-563490289.5538806,309.27902481715864,1.4160137199668437,,-2.881357813220246,328.5195077953352,4
4779,95.8209608163678,288358.4,1.1137084132088293,,296.4965114964846,17.797004744297258,1.2542768845809449,-705427329584.2557,-346093.2732231051,-3145679485314393.0,1.0543490954418528,282.63695584756584,138230.17659159342,-10.338044670596478,11.292822726888552,,-15501018266753.684,80408.88220306305,354151.7176229054,-33.942172742816155,1980.0,47151.76307940125,0.0823219082788535,401.941888896052,5.36087094821544,92840.1828134793,,-21.97203099426296,352.54090817152814,1.0024953909894068,-11.593093235540715,42.21403876307651,44.0,4.05801421098208,0.0087530070041686,3.5192014633265147,1053510903029.5956,737409.415846378,,549079806.7570227,562494.3021547387,,,-1004860.0642905596,20.66810521438692,0.141750287626992,20.906050464877005,533792.8683901564,725576423.6767546,-21.425880855491688,0.5566463906441099,,572334.1149271064,0.4378864894325416,288358.4,491600.932687257,-52.111997638080425,0.0,58607.03970980006,5.404321287685225,72954675.2,138817.2235452672,0.568370671506591,338.70809154695866,,11.0,19076353564068.2,102.30964424594433,215931.3359789812,21059.524245735724,134.38822778558108,1.057847728401636,4841401.459072947,1.827781267927389,0.2666230328954524,420.6644587637659,-17.78243980165974,0.0,4505.6,-1.3063965819454692e+16,0.8800000000000001,30.49462938340388,,0.0883998787779175,,,-23377549567149.33,237790521116.9012,18022.4,207505472.3113273,472733.4919473456,13948722046669.04,1126.4,459491.0974058829,847329.7338292723,,-570315.6686087919,-3.5138196741764323,129028.38638461068,257.90504337846687,0.0,-987206885.1993592,256.1104649592004,2.540919402127947,2.1267422295061187,-11.381715530346511,212.6073834769485,0
2249,28.227483696637208,288358.4,1.1080398131770897,1.596433553545456,,13.341247817356363,-4.834152314877209,124877536293.30168,,-2759733762989355.0,1.08298762870436,484.7481357828601,336510.6786228473,-3.1230236424641458,-8.674789947958125,1.0550031720086572,-17594964548870.55,20.222048609437824,351284.718956811,41.55968043753085,1980.0,,0.003875981825355,267.451559185989,,116862.84294786236,125215.74357250848,21.75940658407901,310.9706417613956,0.422623873664873,6.422876730563047,-16.90581338482501,,23.01476712125221,1.1627890838605497,8.300928839231126,-4362118812053.728,,14.751171459056495,-55040244.54422107,426511.7414998709,232.6621952540182,1039154465.3276724,34296.65131647674,17.561627347642073,0.2308945499701842,-8.499352286253107,218134.21310928432,-402947152.505721,51.35014614604423,2.961881311026144,-1426745031924411.0,157412.48762949757,2.9411727885198338,288358.4,312233.1625309297,-8.069687125212406,0.0,75396.6823208723,0.3173739276560345,72954675.2,-339222.9626258179,1.390296032997788,294.2452386001926,,11.0,1575626516953.1428,199.23049747199545,48119.10964864682,396040.3236630657,126.02470976683966,1.02860698032303,-13348131.371949635,,1.4569680840637529,406.9969451207552,-8.716449854580391,0.0,4505.6,,0.8800000000000001,-15.991592322602823,13894895839.146923,0.5567237236452983,12768829419678.98,-0.0029213942025144,10837003845273.691,100816600182.95618,18022.4,-399904971.5728729,316591.29097681807,-12860466357830.707,1126.4,801634.6380093957,1149679.766403779,70.40439381005743,439522.50469603785,9.89971508449685,72078.41413821623,244.434345718284,0.0,662179491.8499647,190.12326535771845,,0.27966452353323,5.903124689119571,,0
4987,81.46919536240063,288358.4,1.103449353320214,0.0241282303623136,,28.371661938955214,-4.452635694460731,216477574063.77728,-567535.4154224197,-1044803574588273.6,1.081621795209864,,499906.16796135006,5.461306917363318,14.522020282712113,1.0724870638224773,5143780151549.833,76567.60789707888,418155.9738616472,-13.174414048458624,1980.0,176501.1183052954,0.0506917452739983,297.08664676091496,1.538751520906747,81406.35650291733,125078.55573808422,,462.6810298542052,0.0958736453203921,9.294598578511255,137.1748317156857,,7.13292093956422,1.500153382697636,9.805903489880906,-3832159897594.6255,302640.265103293,28.889966431336376,192790500.0543274,139900.04366844438,,,-379661.2912417388,31.26183378337668,-0.3218530505418092,10.693545973833434,349533.6194005225,701173835.8649371,39.7505475034708,1.0832951855249096,-925933585689965.2,10910.239992293104,,288358.4,399761.17686765024,-26.17668157818203,0.0,115324.82760480614,-16.586954656522057,72954675.2,-535122.9565797757,0.0977689440836329,,,,1441378533534.659,119.77106207929435,502477.6209808847,554590.2795404459,242.2354291369562,1.050908952355173,-112940.99924877124,1.4802527187676242,1.406032458095317,580.2387752718514,11.151634292068232,0.0,4505.6,-2.2909304619138416e+16,0.8800000000000001,1.523702867266724,-18495044585.94471,0.0124092020656318,12353511430079.145,0.0101117649886418,-8276265189880.663,56001158677.40239,,-378707284.35989344,397774.2482918379,9409007200075.088,1126.4,498971.5145857403,15573143.979034215,135.54921066176527,587233.658124917,6.745301396178973,186885.5417083916,315.1320128420074,0.0,925911883.6691236,233.68669564245167,0.5621026457002953,2.488111856541064,-2.251956812410129,,0
85,76.47139345185603,288358.4,2.105879761570197,0.216662835595601,240.5386759250291,7.726441857209341,5.232194918013246,289924088863.0374,-779528.8448308352,-3045395836263666.0,1.0710054857786215,348.44351590184885,327789.21241483086,18.69208318537973,2.938286018544894,0.5920627031932564,-30053817465724.12,,100386.9947080263,4.169629093770247,1980.0,47205.48618339422,0.0389215123238419,310.86326260866167,4.834194494082937,138971.57885978904,,23.03487844252102,409.97255767691865,0.0882537688323966,,139.37341938453093,44.0,2.798599400754306,4.324160197814141,-4.475279037601645,138336903606.90497,761628.0122683449,17.8142267326737,-686814457.2921077,104954.31077447998,296.6824593406129,-2327325226.198642,-1396088.6532741764,24.569082489636507,10.825414986739066,21.044525444638303,652093.5620168183,-54667861.99517492,35.28380457308835,,-2286321789067162.0,434281.8094593812,0.2750151450666812,288358.4,461067.6283032277,36.65210896881503,0.0,10120.798315896884,-6.77055361003933,72954675.2,-334130.2128421093,2.1955807266976204,296.0093479004573,1126.4,11.0,30759139782551.555,131.39343887649198,267548.3162566742,213500.4302428532,104.25081235278458,0.0495226536513533,-2224967.690379024,0.5779091890034044,0.8846371247516195,434.0085383178224,-16.58436661605267,0.0,,2149327557372949.2,0.8800000000000001,11.24316449603058,-4577720833.009365,0.1034445460560435,180736147758112.1,2.005795370016516,5123890238523.761,142184311248.56412,18022.4,-111827929.6704421,554925.3673441339,7458224762431.818,1126.4,251353.77390296533,9260423.351749703,81.06393589190476,370778.841504797,44.019131964906265,26391.430402517188,253.1096459651229,0.0,714935162.2909921,230.60080696460395,1.6960731416346777,0.9726055896423956,15.794499544154244,,1
5601,449.7949120764513,-249298.66685093383,0.3307370863784236,,92.11895264151715,43.09256106081374,7.296349876287991,3118256775262.534,-1947239.0050006816,2.743070370968605e+16,2.486983560144408,898.0602294948995,270144.9111283459,92.34252150179476,121.8155559501569,1.0817620000506938,14318379996240.924,,1525380.94806535,13.61429168388503,,,0.3765983184759983,232.5966674626708,0.5666736431705475,114601.63155228517,,130.1286103787365,2181.574212798924,0.4176760603235501,87.52347196174605,518.4064986119992,55.57646913360789,-24.45816823490287,-0.4200333700152896,25.27990381796112,80181508140258.27,377115.5682932773,13.02739079467086,-594900662.0025382,1092488.4230951024,-75.5012064167681,34935474514.35569,10421745.309617382,147.9024067400124,7.305661443625944,4.829442345888353,-790542.3325652247,841268954.6365252,10.505210013615946,9.725206047953147,1.1416812221527788e+16,3523574.174691893,0.4696641397896094,288358.4,22585.69249345816,,0.0,258583.878735502,184.2197240490268,72954675.2,-889420.0013095466,4.671162861925823,,3048.2185991561773,,-29556916631684.92,1445.621102097095,2798568.4279637886,2470902.522855449,,3.251372850066097,-7311871.4294428835,0.8401818391011177,1.2425982431716345,2845.826962124568,-1.60531591016791,0.0,9756.057980342586,-1.4953267441992224e+16,-0.1731753311733528,558.1570448657277,162884837306.9996,-1.228220288707354,652486164546088.1,0.989350964125961,-315990901995.1616,-29835185237.56114,16079.44333849274,123313444.25900576,-412758.0458122052,8674131185117.732,2508.6058944764386,4403916.098780465,262517223.77746475,38.94468656221852,8547052.265416902,8.02204608538686,,53.29634485481549,0.0,-213246993.42431048,1217.9428931965383,-0.778628298090001,5.826456961063497,9.986985544150928,309.9821406110134,1
2346,90.86504290709355,288358.4,1.10525718557728,2.712851146457614,202.85291172648468,6.945953522186154,14.038192216748628,1032557612922.86,325011.6704039761,434454699474232.5,,335.3252852729414,,7.912092831409857,5.052517889334886,,4646179509046.725,59465.44797257678,381932.9013787156,-6.362073583687648,1980.0,254106.77932770675,2.995937597167979,388.0406963254102,1.6855533728808798,160174.75053157023,69786.55318482625,,299.73855000934043,0.4848757998006542,,-5.843644838408537,44.0,0.4080680302217661,3.637722608958921,12.878136273432917,6185383584278.379,,21.412168670993776,1134609290.241202,368722.7658044559,247.1544447075668,1449048241.9852655,1441707.0785719587,30.55243857385529,-0.7274560656361504,41.951576938827046,405518.94901483343,-437188617.8071408,-33.766215587629894,0.7533430717902087,-9721938338990462.0,415568.93600427033,,288358.4,238550.83731968288,34.87356165038155,0.0,-89114.30224362125,-2.9475952882980385,72954675.2,738041.9431092556,1.554015503378183,219.99849722631728,1126.4,11.0,-38470789833721.59,-108.89874235131464,271253.5734613736,247315.93496662943,76.57632979270181,1.0404122770733573,8781081.126966117,1.9024491471783609,0.2326774731013997,405.3710436572116,20.74060198575521,0.0,4505.6,-2065738285380615.5,0.8800000000000001,-21.3825049950503,-16444024211.511826,0.2302069974482193,-35337933066604.52,0.0169822576786491,10137217621887.57,-94510957183.2458,18022.4,-602098397.1345588,273360.18675279134,1045855504531.6309,1126.4,516797.2375187469,18285909.90633839,71.75737307482618,-964193.4436459882,-3.722469190830655,107585.2359811539,230.84713088189625,0.0,-418054026.5054745,172.9634422431076,,1.0971765652532053,-13.785694284997538,,5
1864,84.10057228103953,288358.4,1.098592748350041,,235.2030756208422,2.3902846398503805,-2.895884657349152,466180042965.0936,-437060.2862015948,-1537323132206860.5,1.075211463997477,297.22647947915,543863.0307895124,-8.224893304341244,-7.772491191849093,1.0806175033795158,27549193943120.36,60265.3171226296,484721.9461181818,-49.963744835403695,1980.0,,0.0154570089669487,490.46052985778977,1.2192111541590565,134745.0438676049,140007.4719872947,,377.592703399771,0.0981205190311185,22.18098079048113,41.52798124295022,,0.3684002881606353,3.764696738660453,-10.764640697131703,5584040527846.792,203734.4714331937,10.496150590149478,-532931336.6705682,334717.2089171575,299.99467005068504,450693095.74768126,-1613237.4952511487,27.24989711452639,-0.0727266398705439,16.30094173756619,88078.2013499803,-134632547.02739948,1.91927928892488,1.2658213053257763,1.3666919220743064e+16,438756.0351754279,0.5523930112648048,288358.4,340418.15927034203,5.59520922011758,0.0,-85097.9042307897,22.01194216171696,72954675.2,878926.223798136,0.1879810779220906,396.9359015157398,1126.4,11.0,23787620377440.96,155.49877199618425,123432.2658131642,827106.8090234484,,,6358995.969161254,2.275068934631896,0.1195873297683231,210.0035834681578,-3.3365293065713177,0.0,4505.6,6166670430554136.0,0.8800000000000001,-28.81830836090105,-35884483517.53281,0.7453933081088507,65367777886253.76,,-3915363297950.645,66379241467.932976,18022.4,-902475771.1096854,61297.07670396473,-7524275719020.132,1126.4,319343.9209104008,-10131938.595596086,125.16087344587793,348678.40085875586,-1.3651229722672775,146544.35028743822,254.6719795117322,0.0,273419882.22475004,151.46127386469297,1.4931176103806718,1.1178865023644668,-0.3204086705430223,228.28349796830184,2
